index,timestamp,respondent,respondent-name,type,type-name,load_mw,value-units,hour,dayofweek,month,year
990,2023-01-11 07:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,92056,megawatthours,7,2,1,2023
991,2023-01-11 07:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1188,megawatthours,7,2,1,2023
992,2023-01-11 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,91519,megawatthours,8,2,1,2023
993,2023-01-11 08:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,87564,megawatthours,8,2,1,2023
994,2023-01-11 08:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,93202,megawatthours,8,2,1,2023
995,2023-01-11 08:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1682,megawatthours,8,2,1,2023
996,2023-01-11 09:00:00,PJM,"PJM Interconnection, LLC",D,Demand,91941,megawatthours,9,2,1,2023
997,2023-01-11 09:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,89474,megawatthours,9,2,1,2023
998,2023-01-11 09:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,93409,megawatthours,9,2,1,2023
999,2023-01-11 09:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1469,megawatthours,9,2,1,2023
1000,2023-01-11 10:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92625,megawatthours,10,2,1,2023
1001,2023-01-11 10:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,93795,megawatthours,10,2,1,2023
1002,2023-01-11 10:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,94133,megawatthours,10,2,1,2023
1003,2023-01-11 10:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1508,megawatthours,10,2,1,2023
1004,2023-01-11 11:00:00,PJM,"PJM Interconnection, LLC",D,Demand,96166,megawatthours,11,2,1,2023
1005,2023-01-11 11:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,100554,megawatthours,11,2,1,2023
1006,2023-01-11 11:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,96920,megawatthours,11,2,1,2023
1007,2023-01-11 11:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,754,megawatthours,11,2,1,2023
1008,2023-01-11 12:00:00,PJM,"PJM Interconnection, LLC",D,Demand,103086,megawatthours,12,2,1,2023
1009,2023-01-11 12:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,105043,megawatthours,12,2,1,2023
1010,2023-01-11 12:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,104318,megawatthours,12,2,1,2023
1011,2023-01-11 12:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1232,megawatthours,12,2,1,2023
1012,2023-01-11 13:00:00,PJM,"PJM Interconnection, LLC",D,Demand,107862,megawatthours,13,2,1,2023
1013,2023-01-11 13:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,104835,megawatthours,13,2,1,2023
1014,2023-01-11 13:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,108536,megawatthours,13,2,1,2023
1015,2023-01-11 13:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,674,megawatthours,13,2,1,2023
1016,2023-01-11 14:00:00,PJM,"PJM Interconnection, LLC",D,Demand,107409,megawatthours,14,2,1,2023
1017,2023-01-11 14:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,102262,megawatthours,14,2,1,2023
1018,2023-01-11 14:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,108415,megawatthours,14,2,1,2023
1019,2023-01-11 14:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1006,megawatthours,14,2,1,2023
1020,2023-01-11 15:00:00,PJM,"PJM Interconnection, LLC",D,Demand,104139,megawatthours,15,2,1,2023
1021,2023-01-11 15:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,99481,megawatthours,15,2,1,2023
1022,2023-01-11 15:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,106009,megawatthours,15,2,1,2023
1023,2023-01-11 15:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1870,megawatthours,15,2,1,2023
1024,2023-01-11 16:00:00,PJM,"PJM Interconnection, LLC",D,Demand,101174,megawatthours,16,2,1,2023
1025,2023-01-11 16:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,97158,megawatthours,16,2,1,2023
1026,2023-01-11 16:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,104067,megawatthours,16,2,1,2023
1027,2023-01-11 16:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2894,megawatthours,16,2,1,2023
1028,2023-01-11 17:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98600,megawatthours,17,2,1,2023
1029,2023-01-11 17:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,95470,megawatthours,17,2,1,2023
1030,2023-01-11 17:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,101445,megawatthours,17,2,1,2023
1031,2023-01-11 17:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2846,megawatthours,17,2,1,2023
1032,2023-01-11 18:00:00,PJM,"PJM Interconnection, LLC",D,Demand,96955,megawatthours,18,2,1,2023
1033,2023-01-11 18:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,94443,megawatthours,18,2,1,2023
1034,2023-01-11 18:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100194,megawatthours,18,2,1,2023
1035,2023-01-11 18:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3239,megawatthours,18,2,1,2023
1036,2023-01-11 19:00:00,PJM,"PJM Interconnection, LLC",D,Demand,96993,megawatthours,19,2,1,2023
1037,2023-01-11 19:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,93797,megawatthours,19,2,1,2023
1038,2023-01-11 19:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100190,megawatthours,19,2,1,2023
1039,2023-01-11 19:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3197,megawatthours,19,2,1,2023
1040,2023-01-11 20:00:00,PJM,"PJM Interconnection, LLC",D,Demand,96966,megawatthours,20,2,1,2023
1041,2023-01-11 20:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,94229,megawatthours,20,2,1,2023
1042,2023-01-11 20:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,99730,megawatthours,20,2,1,2023
1043,2023-01-11 20:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2764,megawatthours,20,2,1,2023
1044,2023-01-11 21:00:00,PJM,"PJM Interconnection, LLC",D,Demand,96184,megawatthours,21,2,1,2023
1045,2023-01-11 21:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,96910,megawatthours,21,2,1,2023
1046,2023-01-11 21:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,98860,megawatthours,21,2,1,2023
1047,2023-01-11 21:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2676,megawatthours,21,2,1,2023
1048,2023-01-11 22:00:00,PJM,"PJM Interconnection, LLC",D,Demand,97808,megawatthours,22,2,1,2023
1049,2023-01-11 22:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,101594,megawatthours,22,2,1,2023
1050,2023-01-11 22:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100223,megawatthours,22,2,1,2023
1051,2023-01-11 22:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2415,megawatthours,22,2,1,2023
1052,2023-01-11 23:00:00,PJM,"PJM Interconnection, LLC",D,Demand,101780,megawatthours,23,2,1,2023
1053,2023-01-11 23:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,102555,megawatthours,23,2,1,2023
1054,2023-01-11 23:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,103718,megawatthours,23,2,1,2023
1055,2023-01-11 23:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1938,megawatthours,23,2,1,2023
1056,2023-01-12 00:00:00,PJM,"PJM Interconnection, LLC",D,Demand,102213,megawatthours,0,3,1,2023
1057,2023-01-12 00:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,101689,megawatthours,0,3,1,2023
1058,2023-01-12 00:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,103939,megawatthours,0,3,1,2023
1059,2023-01-12 00:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1726,megawatthours,0,3,1,2023
1060,2023-01-12 01:00:00,PJM,"PJM Interconnection, LLC",D,Demand,100946,megawatthours,1,3,1,2023
1061,2023-01-12 01:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,100084,megawatthours,1,3,1,2023
1062,2023-01-12 01:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,101824,megawatthours,1,3,1,2023
1063,2023-01-12 01:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,878,megawatthours,1,3,1,2023
1064,2023-01-12 02:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98930,megawatthours,2,3,1,2023
1065,2023-01-12 02:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,97200,megawatthours,2,3,1,2023
1066,2023-01-12 02:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100474,megawatthours,2,3,1,2023
1067,2023-01-12 02:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1544,megawatthours,2,3,1,2023
1068,2023-01-12 03:00:00,PJM,"PJM Interconnection, LLC",D,Demand,96077,megawatthours,3,3,1,2023
1069,2023-01-12 03:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,92646,megawatthours,3,3,1,2023
1070,2023-01-12 03:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,97735,megawatthours,3,3,1,2023
1071,2023-01-12 03:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1658,megawatthours,3,3,1,2023
1072,2023-01-12 04:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92293,megawatthours,4,3,1,2023
1073,2023-01-12 04:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,88181,megawatthours,4,3,1,2023
1074,2023-01-12 04:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,94089,megawatthours,4,3,1,2023
1075,2023-01-12 04:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1795,megawatthours,4,3,1,2023
1076,2023-01-12 05:00:00,PJM,"PJM Interconnection, LLC",D,Demand,88881,megawatthours,5,3,1,2023
1077,2023-01-12 05:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,84584,megawatthours,5,3,1,2023
1078,2023-01-12 05:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,90174,megawatthours,5,3,1,2023
1079,2023-01-12 05:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,1294,megawatthours,5,3,1,2023
1080,2023-01-12 06:00:00,PJM,"PJM Interconnection, LLC",D,Demand,86104,megawatthours,6,3,1,2023
1081,2023-01-12 06:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,81855,megawatthours,6,3,1,2023
1082,2023-01-12 06:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,88213,megawatthours,6,3,1,2023
1083,2023-01-12 06:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2110,megawatthours,6,3,1,2023
1084,2023-01-12 07:00:00,PJM,"PJM Interconnection, LLC",D,Demand,84535,megawatthours,7,3,1,2023
1085,2023-01-12 07:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,80592,megawatthours,7,3,1,2023
1086,2023-01-12 07:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,87047,megawatthours,7,3,1,2023
1087,2023-01-12 07:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2512,megawatthours,7,3,1,2023
1088,2023-01-12 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,83681,megawatthours,8,3,1,2023
1089,2023-01-12 08:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,80271,megawatthours,8,3,1,2023
1090,2023-01-12 08:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,86129,megawatthours,8,3,1,2023
1091,2023-01-12 08:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2448,megawatthours,8,3,1,2023
1092,2023-01-12 09:00:00,PJM,"PJM Interconnection, LLC",D,Demand,83769,megawatthours,9,3,1,2023
1093,2023-01-12 09:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,81448,megawatthours,9,3,1,2023
1094,2023-01-12 09:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,86846,megawatthours,9,3,1,2023
1095,2023-01-12 09:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3078,megawatthours,9,3,1,2023
1096,2023-01-12 10:00:00,PJM,"PJM Interconnection, LLC",D,Demand,85179,megawatthours,10,3,1,2023
1097,2023-01-12 10:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,85133,megawatthours,10,3,1,2023
1098,2023-01-12 10:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,88255,megawatthours,10,3,1,2023
1099,2023-01-12 10:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3075,megawatthours,10,3,1,2023
1100,2023-01-12 11:00:00,PJM,"PJM Interconnection, LLC",D,Demand,87305,megawatthours,11,3,1,2023
1101,2023-01-12 11:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,91263,megawatthours,11,3,1,2023
1102,2023-01-12 11:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,90191,megawatthours,11,3,1,2023
1103,2023-01-12 11:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2886,megawatthours,11,3,1,2023
1104,2023-01-12 12:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92639,megawatthours,12,3,1,2023
1105,2023-01-12 12:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,95665,megawatthours,12,3,1,2023
1106,2023-01-12 12:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,95087,megawatthours,12,3,1,2023
1107,2023-01-12 12:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2449,megawatthours,12,3,1,2023
1108,2023-01-12 13:00:00,PJM,"PJM Interconnection, LLC",D,Demand,97597,megawatthours,13,3,1,2023
1109,2023-01-12 13:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,96798,megawatthours,13,3,1,2023
1110,2023-01-12 13:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100173,megawatthours,13,3,1,2023
1111,2023-01-12 13:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2576,megawatthours,13,3,1,2023
1112,2023-01-12 14:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98345,megawatthours,14,3,1,2023
1113,2023-01-12 14:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,96650,megawatthours,14,3,1,2023
1114,2023-01-12 14:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,101663,megawatthours,14,3,1,2023
1115,2023-01-12 14:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3318,megawatthours,14,3,1,2023
1116,2023-01-12 15:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98000,megawatthours,15,3,1,2023
1117,2023-01-12 15:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,95951,megawatthours,15,3,1,2023
1118,2023-01-12 15:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,101898,megawatthours,15,3,1,2023
1119,2023-01-12 15:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3898,megawatthours,15,3,1,2023
1120,2023-01-12 16:00:00,PJM,"PJM Interconnection, LLC",D,Demand,97313,megawatthours,16,3,1,2023
1121,2023-01-12 16:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,94975,megawatthours,16,3,1,2023
1122,2023-01-12 16:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,101264,megawatthours,16,3,1,2023
1123,2023-01-12 16:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3951,megawatthours,16,3,1,2023
1124,2023-01-12 17:00:00,PJM,"PJM Interconnection, LLC",D,Demand,96038,megawatthours,17,3,1,2023
1125,2023-01-12 17:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,94221,megawatthours,17,3,1,2023
1126,2023-01-12 17:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100581,megawatthours,17,3,1,2023
1127,2023-01-12 17:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4543,megawatthours,17,3,1,2023
1128,2023-01-12 18:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95700,megawatthours,18,3,1,2023
1129,2023-01-12 18:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,93691,megawatthours,18,3,1,2023
1130,2023-01-12 18:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100549,megawatthours,18,3,1,2023
1131,2023-01-12 18:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4849,megawatthours,18,3,1,2023
1132,2023-01-12 19:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95592,megawatthours,19,3,1,2023
1133,2023-01-12 19:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,93228,megawatthours,19,3,1,2023
1134,2023-01-12 19:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100055,megawatthours,19,3,1,2023
1135,2023-01-12 19:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4463,megawatthours,19,3,1,2023
1136,2023-01-12 20:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95588,megawatthours,20,3,1,2023
1137,2023-01-12 20:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,93200,megawatthours,20,3,1,2023
1138,2023-01-12 20:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,99588,megawatthours,20,3,1,2023
1139,2023-01-12 20:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4000,megawatthours,20,3,1,2023
1140,2023-01-12 21:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95261,megawatthours,21,3,1,2023
1141,2023-01-12 21:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,94996,megawatthours,21,3,1,2023
1142,2023-01-12 21:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,99317,megawatthours,21,3,1,2023
1143,2023-01-12 21:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4055,megawatthours,21,3,1,2023
1144,2023-01-12 22:00:00,PJM,"PJM Interconnection, LLC",D,Demand,96188,megawatthours,22,3,1,2023
1145,2023-01-12 22:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,97937,megawatthours,22,3,1,2023
1146,2023-01-12 22:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100418,megawatthours,22,3,1,2023
1147,2023-01-12 22:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4230,megawatthours,22,3,1,2023
1148,2023-01-12 23:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98962,megawatthours,23,3,1,2023
1149,2023-01-12 23:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,97685,megawatthours,23,3,1,2023
1150,2023-01-12 23:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,102667,megawatthours,23,3,1,2023
1151,2023-01-12 23:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3704,megawatthours,23,3,1,2023
1152,2023-01-13 00:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98766,megawatthours,0,4,1,2023
1153,2023-01-13 00:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,96323,megawatthours,0,4,1,2023
1154,2023-01-13 00:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,102572,megawatthours,0,4,1,2023
1155,2023-01-13 00:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3806,megawatthours,0,4,1,2023
1156,2023-01-13 01:00:00,PJM,"PJM Interconnection, LLC",D,Demand,97099,megawatthours,1,4,1,2023
1157,2023-01-13 01:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,94291,megawatthours,1,4,1,2023
1158,2023-01-13 01:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100739,megawatthours,1,4,1,2023
1159,2023-01-13 01:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3640,megawatthours,1,4,1,2023
1160,2023-01-13 02:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95024,megawatthours,2,4,1,2023
1161,2023-01-13 02:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,91058,megawatthours,2,4,1,2023
1162,2023-01-13 02:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,98265,megawatthours,2,4,1,2023
1163,2023-01-13 02:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3241,megawatthours,2,4,1,2023
1164,2023-01-13 03:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92324,megawatthours,3,4,1,2023
1165,2023-01-13 03:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,86567,megawatthours,3,4,1,2023
1166,2023-01-13 03:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,95971,megawatthours,3,4,1,2023
1167,2023-01-13 03:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3647,megawatthours,3,4,1,2023
1168,2023-01-13 04:00:00,PJM,"PJM Interconnection, LLC",D,Demand,89779,megawatthours,4,4,1,2023
1169,2023-01-13 04:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,81977,megawatthours,4,4,1,2023
1170,2023-01-13 04:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,93398,megawatthours,4,4,1,2023
1171,2023-01-13 04:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3619,megawatthours,4,4,1,2023
1172,2023-01-13 05:00:00,PJM,"PJM Interconnection, LLC",D,Demand,86584,megawatthours,5,4,1,2023
1173,2023-01-13 05:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,78993,megawatthours,5,4,1,2023
1174,2023-01-13 05:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,89153,megawatthours,5,4,1,2023
1175,2023-01-13 05:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,2569,megawatthours,5,4,1,2023
1176,2023-01-13 06:00:00,PJM,"PJM Interconnection, LLC",D,Demand,83773,megawatthours,6,4,1,2023
1177,2023-01-13 06:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,76569,megawatthours,6,4,1,2023
1178,2023-01-13 06:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,87215,megawatthours,6,4,1,2023
1179,2023-01-13 06:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,3442,megawatthours,6,4,1,2023
1180,2023-01-13 07:00:00,PJM,"PJM Interconnection, LLC",D,Demand,82001,megawatthours,7,4,1,2023
1181,2023-01-13 07:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,75591,megawatthours,7,4,1,2023
1182,2023-01-13 07:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,87115,megawatthours,7,4,1,2023
1183,2023-01-13 07:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,5114,megawatthours,7,4,1,2023
1184,2023-01-13 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,80950,megawatthours,8,4,1,2023
1185,2023-01-13 08:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,75435,megawatthours,8,4,1,2023
1186,2023-01-13 08:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,86133,megawatthours,8,4,1,2023
1187,2023-01-13 08:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,5182,megawatthours,8,4,1,2023
1188,2023-01-13 09:00:00,PJM,"PJM Interconnection, LLC",D,Demand,80924,megawatthours,9,4,1,2023
1189,2023-01-13 09:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,76720,megawatthours,9,4,1,2023
1190,2023-01-13 09:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,85985,megawatthours,9,4,1,2023
1191,2023-01-13 09:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,5061,megawatthours,9,4,1,2023
1192,2023-01-13 10:00:00,PJM,"PJM Interconnection, LLC",D,Demand,82372,megawatthours,10,4,1,2023
1193,2023-01-13 10:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,80543,megawatthours,10,4,1,2023
1194,2023-01-13 10:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,87470,megawatthours,10,4,1,2023
1195,2023-01-13 10:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,5099,megawatthours,10,4,1,2023
1196,2023-01-13 11:00:00,PJM,"PJM Interconnection, LLC",D,Demand,85396,megawatthours,11,4,1,2023
1197,2023-01-13 11:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,86623,megawatthours,11,4,1,2023
1198,2023-01-13 11:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,90130,megawatthours,11,4,1,2023
1199,2023-01-13 11:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4735,megawatthours,11,4,1,2023
1200,2023-01-13 12:00:00,PJM,"PJM Interconnection, LLC",D,Demand,90014,megawatthours,12,4,1,2023
1201,2023-01-13 12:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,91756,megawatthours,12,4,1,2023
1202,2023-01-13 12:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,94723,megawatthours,12,4,1,2023
1203,2023-01-13 12:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4709,megawatthours,12,4,1,2023
1204,2023-01-13 13:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95171,megawatthours,13,4,1,2023
1205,2023-01-13 13:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,94090,megawatthours,13,4,1,2023
1206,2023-01-13 13:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,100167,megawatthours,13,4,1,2023
1207,2023-01-13 13:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4996,megawatthours,13,4,1,2023
1208,2023-01-13 14:00:00,PJM,"PJM Interconnection, LLC",D,Demand,97144,megawatthours,14,4,1,2023
1209,2023-01-13 14:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,95146,megawatthours,14,4,1,2023
1210,2023-01-13 14:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,101871,megawatthours,14,4,1,2023
1211,2023-01-13 14:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4727,megawatthours,14,4,1,2023
1212,2023-01-13 15:00:00,PJM,"PJM Interconnection, LLC",D,Demand,97500,megawatthours,15,4,1,2023
1213,2023-01-13 15:00:00,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,95329,megawatthours,15,4,1,2023
1214,2023-01-13 15:00:00,PJM,"PJM Interconnection, LLC",NG,Net generation,101871,megawatthours,15,4,1,2023
1215,2023-01-13 15:00:00,PJM,"PJM Interconnection, LLC",TI,Total interchange,4372,megawatthours,15,4,1,2023
1216,2023-01-13 16:00:00,PJM,"PJM Interconnection, LLC",D,Demand,97390,megawatthours,16,4,1,2023
